Rating,AccountId,NumberOfCustomers,NetValueCalculated,Number of transactions,SAPRelation,NumberOfEmployees,Industry
C,9978582,1,377.54,1,Consultant,250>x>50,Service Industries
C,9978786,1,49.0,1,Consultant,250>x>50,Service Industries
C,9979222,1,1123.55,1,Customer,<50,Discrete Industries
C,9978163,1,441.88,1,Customer,250>x>50,Consumer Industries
B,9978511,1,419.49,1,Customer,250>x>50,Service Industries
B,9979082,1,419.49,1,Customer,>250,Financial Services
C,9979226,1,44.26,1,Customer,<50,Discrete Industries
C,9977949,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978024,1,50.0,1,Consultant,250>x>50,Consumer Industries
C,9978487,1,327.81,1,Consultant,250>x>50,Service Industries
C,9978967,1,490.91,1,Consultant,>250,Energy and Natural Resources
C,9978970,1,419.49,1,Customer,>250,Energy and Natural Resources
C,1117,1,419.49,1,Consultant,>250,Energy and Natural Resources
C,9978135,1,151.64,1,Customer,250>x>50,Consumer Industries
B,9978485,1,588.08,1,Customer,250>x>50,Service Industries
C,9978499,1,294.0,1,Consultant,250>x>50,Service Industries
C,9979231,1,44.26,1,Prospective Customer,<50,Discrete Industries
C,9977996,1,377.54,1,Customer,250>x>50,Consumer Industries
C,9978053,1,132.79,1,Customer,250>x>50,Consumer Industries
C,9978783,1,250.0,1,Customer,250>x>50,Service Industries
B,9978790,1,419.49,1,Prospective Customer,250>x>50,Service Industries
C,9978829,1,377.54,1,Consultant,>250,Energy and Natural Resources
C,9979271,1,49.58,1,Customer,<50,Discrete Industries
C,9979279,1,1800.0,1,Consultant,<50,Discrete Industries
C,1114,1,588.0,1,Consultant,>250,Energy and Natural Resources
C,1115,1,419.49,1,Consultant,>250,Energy and Natural Resources
B,1119,1,419.49,1,Consultant,>250,Financial Services
C,9978147,1,25.0,1,Consultant,250>x>50,Consumer Industries
C,9978151,1,147.0,1,Prospective Customer,250>x>50,Consumer Industries
C,9978361,1,419.49,1,Consultant,250>x>50,Consumer Industries
B,9978570,1,441.88,1,Press/Analyst,250>x>50,Service Industries
B,9978666,1,405.74,1,Customer,250>x>50,Service Industries
B,9979168,1,419.49,1,Consultant,>250,Financial Services
B,9977901,1,1008.42,1,Customer,250>x>50,Consumer Industries
C,9978062,1,19.32,1,Customer,250>x>50,Consumer Industries
C,9978162,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978288,1,195.36,1,Prospective Customer,250>x>50,Consumer Industries
C,9978307,1,39.0,1,Press/Analyst,250>x>50,Consumer Industries
B,9978364,1,1097.49,1,Customer,250>x>50,Consumer Industries
C,9978403,1,327.81,1,Customer,250>x>50,Service Industries
B,9978696,1,419.49,1,Customer,250>x>50,Service Industries
C,9979021,1,468.18,1,Customer,>250,Energy and Natural Resources
C,9979067,1,89.32,1,Customer,>250,Financial Services
C,9979347,1,593.08,1,SAP Employee,<50,Discrete Industries
C,9978844,1,53.39,1,Customer,>250,Energy and Natural Resources
C,1234789,1,39.0,1,Consultant,>250,Financial Services
C,9978057,1,314.48,1,Customer,250>x>50,Consumer Industries
C,9978322,1,419.49,1,Consultant,250>x>50,Consumer Industries
B,9978641,1,592.37,1,Consultant,250>x>50,Service Industries
B,9978804,1,419.49,1,Customer,>250,Service Industries
C,9978821,1,196.0,1,Prospective Customer,>250,Energy and Natural Resources
C,9979456,1,419.49,1,Consultant,<50,Service Industries
C,9977941,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9977961,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9977983,1,53.39,1,Consultant,250>x>50,Consumer Industries
C,9978081,1,419.49,1,Customer,250>x>50,Consumer Industries
B,9978262,1,1887.71,1,Prospective Customer,250>x>50,Consumer Industries
C,9978407,1,60.0,1,Consultant,250>x>50,Service Industries
B,9978549,1,419.49,1,Customer,250>x>50,Service Industries
B,9978609,1,592.37,1,Consultant,250>x>50,Service Industries
C,9978717,1,48.36,1,Customer,250>x>50,Service Industries
B,9978800,1,592.37,1,Prospective Customer,>250,Service Industries
C,9979326,1,50.0,1,Customer,<50,Discrete Industries
C,9979334,1,96.77,1,Consultant,<50,Discrete Industries
C,9979426,1,419.49,1,Customer,<50,Discrete Industries
A,9979483,1,7200.0,1,Prospective Customer,<50,Service Industries
C,9978233,1,377.54,1,Customer,250>x>50,Consumer Industries
B,9978523,1,419.49,1,Customer,250>x>50,Service Industries
C,9978819,1,755.08,1,Customer,>250,Energy and Natural Resources
C,9978985,1,53.39,1,Customer,>250,Energy and Natural Resources
C,9979261,1,62.82,1,Prospective Customer,<50,Discrete Industries
C,9979024,1,419.49,1,Customer,>250,Energy and Natural Resources
B,9979177,1,419.49,1,Customer,>250,Financial Services
C,9979287,1,419.49,1,Customer,<50,Discrete Industries
B,9978716,1,468.18,1,Customer,250>x>50,Service Industries
C,9979012,1,39.89,1,Customer,>250,Energy and Natural Resources
C,9979135,1,250.0,1,Customer,>250,Financial Services
C,9979233,1,49.0,1,Customer,<50,Discrete Industries
C,9977981,1,479.0,1,Customer,250>x>50,Consumer Industries
C,9978130,1,50.0,1,Customer,250>x>50,Consumer Industries
C,9978514,1,16.19,1,Consultant,250>x>50,Service Industries
B,9978635,1,419.49,1,Prospective Customer,250>x>50,Service Industries
C,9978701,1,55.93,1,Customer,250>x>50,Service Industries
B,9978719,1,419.49,1,Prospective Customer,250>x>50,Service Industries
B,9978801,1,419.49,1,Prospective Customer,>250,Service Industries
C,9979250,1,419.49,1,Customer,<50,Discrete Industries
C,9979257,1,419.49,1,Customer,<50,Discrete Industries
C,9979296,1,377.54,1,Customer,<50,Discrete Industries
B,9978699,1,509.85,1,Customer,250>x>50,Service Industries
B,9978711,1,405.74,1,Customer,250>x>50,Service Industries
B,9978746,1,419.49,1,Press/Analyst,250>x>50,Service Industries
C,9978896,1,294.0,1,Consultant,>250,Energy and Natural Resources
C,9978941,1,419.49,1,Prospective Customer,>250,Energy and Natural Resources
C,9979093,1,60.0,1,Customer,>250,Financial Services
C,9979385,1,50.28,1,Customer,<50,Discrete Industries
B,9978519,1,479.0,1,Customer,250>x>50,Service Industries
C,9978591,1,24.79,1,Customer,250>x>50,Service Industries
B,9978708,1,419.49,1,Customer,250>x>50,Service Industries
A,9978722,1,7374.84,1,Customer,250>x>50,Service Industries
C,9978763,1,125.93,1,Press/Analyst,250>x>50,Service Industries
C,9978976,1,479.0,1,Customer,>250,Energy and Natural Resources
C,9978995,1,324.03,1,Consultant,>250,Energy and Natural Resources
C,9979304,1,259.32,1,Prospective Customer,<50,Discrete Industries
C,9979429,1,50.34,1,Customer,<50,Discrete Industries
C,9979464,1,419.49,1,Prospective Customer,<50,Service Industries
C,9979503,1,147.0,1,Customer,<50,Service Industries
C,9977973,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978011,1,500.0,1,Customer,250>x>50,Consumer Industries
C,9978411,1,49.0,1,Consultant,250>x>50,Service Industries
C,9978690,1,250.0,1,Customer,250>x>50,Service Industries
B,9978740,1,419.49,1,Customer,250>x>50,Service Industries
C,9978991,1,419.49,1,Consultant,>250,Energy and Natural Resources
C,9979218,1,141.51,1,Customer,<50,Discrete Industries
C,9979223,1,419.49,1,Customer,<50,Discrete Industries
C,9979445,1,419.49,1,Consultant,<50,Discrete Industries
C,9978310,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978571,1,50.0,1,Customer,250>x>50,Service Industries
B,9978810,1,419.49,1,Customer,>250,Service Industries
B,9979170,1,755.08,1,Consultant,>250,Financial Services
C,9979303,1,2247.1,1,Prospective Customer,<50,Discrete Industries
C,9979345,1,52.54,1,Customer,<50,Discrete Industries
C,9978019,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978153,1,419.49,1,Consultant,250>x>50,Consumer Industries
C,9978275,1,419.49,1,Consultant,250>x>50,Consumer Industries
B,9978678,1,419.77,1,Customer,250>x>50,Service Industries
C,9979149,1,147.0,1,Consultant,>250,Financial Services
C,9979321,1,327.81,1,Customer,<50,Discrete Industries
C,9979492,1,120.0,1,Consultant,<50,Service Industries
C,11025007,1,570.01,1,Consultant,>250,Energy and Natural Resources
B,9978042,1,1475.17,1,Customer,250>x>50,Consumer Industries
C,9978129,1,419.49,1,Prospective Customer,250>x>50,Consumer Industries
B,9978219,1,1800.0,1,Customer,250>x>50,Consumer Industries
B,9978426,1,419.49,1,Customer,250>x>50,Service Industries
C,9978539,1,86.44,1,Consultant,250>x>50,Service Industries
A,9978668,1,1196.0,1,Customer,250>x>50,Service Industries
C,9978749,1,49.0,1,Consultant,250>x>50,Service Industries
C,9978869,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9977986,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978094,1,419.49,1,Customer,250>x>50,Consumer Industries
B,9978433,1,419.49,1,Prospective Customer,250>x>50,Service Industries
B,9978619,1,693.0,1,Customer,250>x>50,Service Industries
C,9978735,1,250.0,1,Customer,250>x>50,Service Industries
C,9978789,1,0.0,1,Student,250>x>50,Service Industries
C,9978069,1,0.0,1,Student,250>x>50,Consumer Industries
C,9978143,1,377.54,1,Prospective Customer,250>x>50,Consumer Industries
C,9978171,1,250.0,1,Prospective Customer,250>x>50,Consumer Industries
C,9978215,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978292,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978442,1,162.02,1,Customer,250>x>50,Service Industries
A,9978657,1,1887.71,1,Prospective Customer,250>x>50,Service Industries
A,9978805,1,1800.0,1,Customer,>250,Service Industries
C,9978852,1,755.08,1,Customer,>250,Energy and Natural Resources
C,9978912,1,79.75,1,Consultant,>250,Energy and Natural Resources
B,9979057,1,419.49,1,Customer,>250,Financial Services
C,9979330,1,179.0,1,Prospective Customer,<50,Discrete Industries
B,9978578,1,419.49,1,Customer,250>x>50,Service Industries
B,9978675,1,419.49,1,Customer,250>x>50,Service Industries
C,9978948,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9979230,1,755.08,1,Consultant,<50,Discrete Industries
C,9979404,1,419.49,1,Customer,<50,Discrete Industries
C,9977950,1,39.0,1,Customer,250>x>50,Consumer Industries
C,9977951,1,267.97,1,Customer,250>x>50,Consumer Industries
C,9978940,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9978085,1,570.01,1,Customer,250>x>50,Consumer Industries
C,9978241,1,479.0,1,Customer,250>x>50,Consumer Industries
C,9978314,1,92.35,1,Customer,250>x>50,Consumer Industries
B,9978535,1,421.57,1,Prospective Customer,250>x>50,Service Industries
B,9978881,1,1132.63,1,Customer,>250,Energy and Natural Resources
C,9979207,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9979311,1,504.24,1,Customer,<50,Discrete Industries
C,9979438,1,419.49,1,Customer,<50,Discrete Industries
C,9979513,1,419.49,1,Customer,<50,Service Industries
C,9979357,1,419.49,1,Prospective Customer,<50,Discrete Industries
C,9979395,1,419.49,1,Customer,<50,Discrete Industries
B,123477,1,669.49,1,Consultant,>250,Financial Services
A,9978388,1,1800.0,1,Consultant,250>x>50,Service Industries
B,9978395,1,419.49,1,Customer,250>x>50,Service Industries
C,9978796,1,327.81,1,Customer,250>x>50,Service Industries
B,9979063,1,419.49,1,Prospective Customer,>250,Financial Services
B,9979122,1,419.49,1,Prospective Customer,>250,Financial Services
C,9979173,1,50.0,1,Customer,>250,Financial Services
C,9979282,1,45.76,1,Customer,<50,Discrete Industries
C,9979484,1,419.49,1,Press/Analyst,<50,Service Industries
C,9979512,1,415.91,1,Customer,<50,Service Industries
C,9977928,1,405.89,1,Consultant,250>x>50,Consumer Industries
C,9978132,1,24.7,1,Consultant,250>x>50,Consumer Industries
B,9978623,1,662.8,1,Customer,250>x>50,Service Industries
C,2,1,39.0,1,Customer,<50,Service Industries
C,9979348,1,468.18,1,Customer,<50,Discrete Industries
C,9979469,1,588.0,1,Customer,<50,Service Industries
B,9977904,1,1085.59,1,Customer,250>x>50,Consumer Industries
C,9977913,1,250.0,1,Customer,250>x>50,Consumer Industries
C,9978249,1,162.02,1,Press/Analyst,250>x>50,Consumer Industries
C,9978334,1,61.02,1,Prospective Customer,250>x>50,Consumer Industries
B,9978807,1,419.49,1,Customer,>250,Service Industries
B,9979050,1,460.57,1,Consultant,>250,Financial Services
B,9979162,1,936.36,1,Customer,>250,Financial Services
C,9978155,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978190,1,504.24,1,Prospective Customer,250>x>50,Consumer Industries
C,9978198,1,419.49,1,Consultant,250>x>50,Consumer Industries
C,9978737,1,39.0,1,Prospective Customer,250>x>50,Service Industries
B,9978748,1,479.0,1,Customer,250>x>50,Service Industries
C,9978886,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9978959,1,30.0,1,Prospective Customer,>250,Energy and Natural Resources
C,9979136,1,241.8,1,Customer,>250,Financial Services
C,9978715,1,299.0,1,Customer,250>x>50,Service Industries
B,9979065,1,902.01,1,Customer,>250,Financial Services
C,9979248,1,675.0,1,Customer,<50,Discrete Industries
C,9978246,1,33.23,1,Prospective Customer,250>x>50,Consumer Industries
C,9978689,1,0.0,1,Student,250>x>50,Service Industries
B,9978798,1,419.49,1,Prospective Customer,250>x>50,Service Industries
C,9979331,1,419.49,1,Consultant,<50,Discrete Industries
C,9978071,1,638.28,1,Prospective Customer,250>x>50,Consumer Industries
C,9978128,1,465.93,1,Customer,250>x>50,Consumer Industries
C,9978768,1,98.0,1,Consultant,250>x>50,Service Industries
C,9978887,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9979010,1,419.49,1,Consultant,>250,Energy and Natural Resources
C,9977938,1,736.44,1,Customer,250>x>50,Consumer Industries
B,9978502,1,419.49,1,Customer,250>x>50,Service Industries
B,9978684,1,450.0,1,Consultant,250>x>50,Service Industries
C,9977936,1,419.49,1,Consultant,250>x>50,Consumer Industries
C,9977939,1,419.49,1,Prospective Customer,250>x>50,Consumer Industries
C,9978525,1,223.73,1,Customer,250>x>50,Service Industries
C,9979140,1,245.16,1,Customer,>250,Financial Services
C,9979277,1,1800.0,1,Consultant,<50,Discrete Industries
C,9978054,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978357,1,241.8,1,Customer,250>x>50,Consumer Industries
B,9978594,1,419.49,1,Consultant,250>x>50,Service Industries
B,9978741,1,419.49,1,Customer,250>x>50,Service Industries
A,9978756,1,3019.49,1,Customer,250>x>50,Service Industries
C,9978867,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9978901,1,419.49,1,Consultant,>250,Energy and Natural Resources
C,9978977,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9979076,1,180.0,1,Prospective Customer,>250,Financial Services
B,9978596,1,419.49,1,Consultant,250>x>50,Service Industries
B,9978721,1,419.49,1,Prospective Customer,250>x>50,Service Industries
B,9978879,1,1111.01,1,Customer,>250,Energy and Natural Resources
C,9978894,1,431.1,1,Consultant,>250,Energy and Natural Resources
C,9978999,1,132.2,1,Customer,>250,Energy and Natural Resources
B,9979043,1,419.49,1,Customer,>250,Financial Services
C,9979209,1,419.49,1,Prospective Customer,>250,Energy and Natural Resources
B,9978460,1,419.49,1,Customer,250>x>50,Service Industries
B,9978573,1,419.49,1,Consultant,250>x>50,Service Industries
C,9978885,1,295.03,1,Prospective Customer,>250,Energy and Natural Resources
B,9978913,1,1116.1,1,Customer,>250,Energy and Natural Resources
B,9978080,1,1197.0,1,Consultant,250>x>50,Consumer Industries
C,9978184,1,419.49,1,Customer,250>x>50,Consumer Industries
B,9978250,1,1105.13,1,Consultant,250>x>50,Consumer Industries
C,9978291,1,60.0,1,Consultant,250>x>50,Consumer Industries
B,9978313,1,1510.17,1,Customer,250>x>50,Consumer Industries
C,9978349,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978554,1,39.07,1,Customer,250>x>50,Service Industries
C,9978658,1,53.39,1,Consultant,250>x>50,Service Industries
C,9978682,1,225.0,1,Prospective Customer,250>x>50,Service Industries
C,9978784,1,45.57,1,Customer,250>x>50,Service Industries
B,9978915,1,1116.1,1,Customer,>250,Energy and Natural Resources
B,9978986,1,1085.59,1,Customer,>250,Energy and Natural Resources
C,9979027,1,450.0,1,Customer,>250,Energy and Natural Resources
C,9979217,1,92.35,1,Prospective Customer,250>x>50,Discrete Industries
C,9979293,1,419.49,1,Customer,<50,Discrete Industries
C,9979499,1,63.53,1,Customer,<50,Service Industries
C,9978040,1,675.0,1,Prospective Customer,250>x>50,Consumer Industries
B,9978183,1,936.36,1,Customer,250>x>50,Consumer Industries
C,9978242,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978390,1,49.0,1,Consultant,250>x>50,Service Industries
B,9978534,1,588.0,1,Prospective Customer,250>x>50,Service Industries
C,9979199,1,40.68,1,Customer,>250,Energy and Natural Resources
C,9978245,1,475.47,1,Consultant,250>x>50,Consumer Industries
C,9978329,1,419.49,1,Customer,250>x>50,Consumer Industries
B,9979142,1,419.49,1,Customer,>250,Financial Services
C,9979263,1,24.79,1,Customer,<50,Discrete Industries
B,9979474,1,1630.46,1,Prospective Customer,<50,Service Industries
C,9978097,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978202,1,19.15,1,Customer,250>x>50,Consumer Industries
C,9978849,1,419.77,1,Customer,>250,Energy and Natural Resources
C,9979454,1,45.76,1,Customer,<50,Discrete Industries
C,9979495,1,365.16,1,Customer,<50,Service Industries
C,9978142,1,18.19,1,Customer,250>x>50,Consumer Industries
C,9978208,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978327,1,640.0,1,Consultant,250>x>50,Consumer Industries
C,9978930,1,419.49,1,Customer,>250,Energy and Natural Resources
B,9979410,1,7050.0,1,Prospective Customer,<50,Discrete Industries
C,9979431,1,419.49,1,Consultant,<50,Discrete Industries
C,9978109,1,419.49,1,Consultant,250>x>50,Consumer Industries
C,9979202,1,537.33,1,Customer,>250,Energy and Natural Resources
C,9979212,1,419.49,1,Customer,>250,Energy and Natural Resources
B,9979317,1,3203.39,1,Prospective Customer,<50,Discrete Industries
C,9979502,1,279.85,1,Customer,<50,Service Industries
A,9978106,1,7050.0,1,Customer,250>x>50,Consumer Industries
C,9978107,1,419.49,1,Consultant,250>x>50,Consumer Industries
B,9978725,1,419.49,1,Customer,250>x>50,Service Industries
C,9977895,1,60.0,1,Consultant,>250,Financial Services
C,9978305,1,492.68,1,Prospective Customer,250>x>50,Consumer Industries
B,9978404,1,419.49,1,Customer,250>x>50,Service Industries
B,9978597,1,419.49,1,Customer,250>x>50,Service Industries
C,9978653,1,60.0,1,Prospective Customer,250>x>50,Service Industries
B,9978670,1,1000.0,1,Customer,250>x>50,Service Industries
B,9978924,1,2041.53,1,Prospective Customer,>250,Energy and Natural Resources
C,9978994,1,63.0,1,Prospective Customer,>250,Energy and Natural Resources
C,9979436,1,327.81,1,Customer,<50,Discrete Industries
C,9979506,1,377.54,1,Customer,<50,Service Industries
C,9978055,1,45.76,1,Customer,250>x>50,Consumer Industries
C,9978045,1,479.0,1,Prospective Customer,250>x>50,Consumer Industries
B,9978111,1,1047.09,1,Customer,250>x>50,Consumer Industries
C,9978265,1,327.81,1,Customer,250>x>50,Consumer Industries
B,9978311,1,1510.17,1,Prospective Customer,250>x>50,Consumer Industries
B,9978397,1,419.49,1,Customer,250>x>50,Service Industries
C,9978714,1,250.0,1,Prospective Customer,250>x>50,Service Industries
B,9978769,1,419.49,1,Prospective Customer,250>x>50,Service Industries
C,9978234,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978270,1,172.85,1,Customer,250>x>50,Consumer Industries
C,9978515,1,140.8,1,Customer,250>x>50,Service Industries
B,9978558,1,377.54,1,Customer,250>x>50,Service Industries
B,9979049,1,419.49,1,Customer,>250,Financial Services
C,9977994,1,179.0,1,Customer,250>x>50,Consumer Industries
C,9978064,1,468.18,1,Customer,250>x>50,Consumer Industries
B,9978680,1,419.49,1,Prospective Customer,250>x>50,Service Industries
B,9978820,1,1800.0,1,Prospective Customer,>250,Energy and Natural Resources
C,9979182,1,19.14,1,Consultant,>250,Financial Services
C,9978366,1,250.0,1,Consultant,250>x>50,Consumer Industries
C,9978960,1,19.5,1,Prospective Customer,>250,Energy and Natural Resources
B,9979192,1,419.49,1,Customer,>250,Financial Services
C,9979272,1,419.49,1,Consultant,<50,Discrete Industries
C,9979353,1,755.08,1,Consultant,<50,Discrete Industries
C,9979442,1,958.0,1,Customer,<50,Discrete Industries
C,9978267,1,419.49,1,Customer,250>x>50,Consumer Industries
A,9978598,1,1372.88,1,Customer,250>x>50,Service Industries
C,9978777,1,0.0,1,Student,250>x>50,Service Industries
C,9978947,1,736.44,1,Consultant,>250,Energy and Natural Resources
C,9979335,1,419.49,1,Prospective Customer,<50,Discrete Industries
C,9978159,1,0.0,1,Student,250>x>50,Consumer Industries
C,9978212,1,419.49,1,Consultant,250>x>50,Consumer Industries
C,9978298,1,39.77,1,Customer,250>x>50,Consumer Industries
C,9978320,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978382,1,250.0,1,Prospective Customer,250>x>50,Service Industries
B,9978420,1,640.0,1,Customer,250>x>50,Service Industries
C,9978453,1,0.0,1,Student,250>x>50,Service Industries
C,9979020,1,225.0,1,Press/Analyst,>250,Energy and Natural Resources
B,9979183,1,419.49,1,Customer,>250,Financial Services
C,9979276,1,419.49,1,Consultant,<50,Discrete Industries
C,9978345,1,419.49,1,Prospective Customer,250>x>50,Consumer Industries
C,9978358,1,377.54,1,Customer,250>x>50,Consumer Industries
B,9979083,1,327.81,1,Customer,>250,Financial Services
C,9979278,1,419.49,1,Customer,<50,Discrete Industries
C,9978033,1,61.94,1,Prospective Customer,250>x>50,Consumer Industries
B,9978113,1,2308.47,1,Customer,250>x>50,Consumer Industries
C,9978724,1,38.62,1,Consultant,250>x>50,Service Industries
C,9979048,1,264.41,1,Customer,>250,Financial Services
C,9978177,1,416.13,1,Customer,250>x>50,Consumer Industries
C,9978888,1,38.64,1,Customer,>250,Energy and Natural Resources
C,9978893,1,419.49,1,Customer,>250,Energy and Natural Resources
B,9979129,1,662.8,1,Customer,>250,Financial Services
C,9979403,1,120.0,1,Consultant,<50,Discrete Industries
C,9978056,1,97.91,1,Consultant,250>x>50,Consumer Industries
C,9978078,1,250.0,1,Prospective Customer,250>x>50,Consumer Industries
C,9978412,1,213.56,1,Consultant,250>x>50,Service Industries
B,9978537,1,419.49,1,Prospective Customer,250>x>50,Service Industries
B,9978671,1,1170.0,1,Consultant,250>x>50,Service Industries
B,9979163,1,800.0,1,Prospective Customer,>250,Financial Services
C,9977906,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9977940,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978013,1,52.54,1,Prospective Customer,250>x>50,Consumer Industries
B,9978075,1,1197.0,1,Consultant,250>x>50,Consumer Industries
C,9978335,1,212.5,1,Prospective Customer,250>x>50,Consumer Industries
C,9978949,1,419.49,1,Customer,>250,Energy and Natural Resources
A,9979167,1,2762.5,1,Consultant,>250,Financial Services
C,9979393,1,419.49,1,Customer,<50,Discrete Industries
C,9978099,1,250.0,1,Customer,250>x>50,Consumer Industries
C,9978271,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978293,1,60.0,1,Prospective Customer,250>x>50,Consumer Industries
C,9978362,1,38.46,1,Customer,250>x>50,Consumer Industries
C,9978469,1,49.0,1,Consultant,250>x>50,Service Industries
A,9978606,1,2780.0,1,Customer,250>x>50,Service Industries
B,9978713,1,419.49,1,Customer,250>x>50,Service Industries
B,9979046,1,419.49,1,Customer,>250,Financial Services
C,9979405,1,419.49,1,Prospective Customer,<50,Discrete Industries
C,9978206,1,61.02,1,Prospective Customer,250>x>50,Consumer Industries
C,9977945,1,39.93,1,Consultant,250>x>50,Consumer Industries
C,9978301,1,45.76,1,Prospective Customer,250>x>50,Consumer Industries
B,9978484,1,419.49,1,Customer,250>x>50,Service Industries
B,9979068,1,419.77,1,Prospective Customer,>250,Financial Services
C,9979238,1,53.39,1,Prospective Customer,<50,Discrete Industries
C,9979241,1,695.0,1,Customer,<50,Discrete Industries
C,9977927,1,480.0,1,Customer,250>x>50,Consumer Industries
B,9978726,1,450.0,1,Prospective Customer,250>x>50,Service Industries
B,9978739,1,419.49,1,Customer,250>x>50,Service Industries
C,9978953,1,504.24,1,Customer,>250,Energy and Natural Resources
C,9979013,1,49.58,1,Customer,>250,Energy and Natural Resources
C,9979023,1,419.49,1,Consultant,>250,Energy and Natural Resources
B,9979079,1,419.49,1,Prospective Customer,>250,Financial Services
C,9979375,1,410.87,1,Customer,<50,Discrete Industries
C,9978244,1,479.0,1,Prospective Customer,250>x>50,Consumer Industries
B,9978486,1,419.49,1,Customer,250>x>50,Service Industries
C,9978494,1,250.0,1,Customer,250>x>50,Service Industries
B,9978590,1,800.0,1,Customer,250>x>50,Service Industries
C,9978612,1,61.02,1,Customer,250>x>50,Service Industries
C,9979095,1,250.0,1,Customer,>250,Financial Services
C,9979242,1,39.0,1,Consultant,<50,Discrete Industries
C,9979251,1,377.59,1,Customer,<50,Discrete Industries
C,9979297,1,419.49,1,Customer,<50,Discrete Industries
C,9977962,1,327.81,1,Prospective Customer,250>x>50,Consumer Industries
C,9978031,1,419.49,1,Customer,250>x>50,Consumer Industries
B,9978253,1,1132.63,1,Consultant,250>x>50,Consumer Industries
C,9978297,1,419.49,1,Consultant,250>x>50,Consumer Industries
C,9978860,1,800.0,1,Customer,>250,Energy and Natural Resources
B,9978962,1,1510.17,1,Customer,>250,Energy and Natural Resources
C,9979059,1,53.39,1,Customer,>250,Financial Services
B,9979118,1,419.49,1,Consultant,>250,Financial Services
C,9979152,1,61.02,1,Customer,>250,Financial Services
C,9979382,1,53.39,1,Customer,<50,Discrete Industries
C,9977942,1,250.0,1,Customer,250>x>50,Consumer Industries
C,9978348,1,419.49,1,Press/Analyst,250>x>50,Consumer Industries
C,9979254,1,419.49,1,Customer,<50,Discrete Industries
B,9978648,1,736.44,1,Customer,250>x>50,Service Industries
B,9979058,1,419.49,1,Customer,>250,Financial Services
C,9979268,1,146.15,1,Consultant,<50,Discrete Industries
C,9978122,1,419.49,1,Customer,250>x>50,Consumer Industries
C,9978548,1,250.0,1,Customer,250>x>50,Service Industries
C,9978141,1,800.0,1,Prospective Customer,250>x>50,Consumer Industries
C,9978518,1,250.0,1,Customer,250>x>50,Service Industries
C,9978564,1,96.77,1,Prospective Customer,250>x>50,Service Industries
C,9978616,1,55.93,1,Customer,250>x>50,Service Industries
C,9978644,1,292.05,1,Customer,250>x>50,Service Industries
B,9978685,1,419.49,1,Customer,250>x>50,Service Industries
C,9978827,1,19.5,1,Customer,>250,Energy and Natural Resources
C,9978873,1,53.39,1,Consultant,>250,Energy and Natural Resources
C,9978971,1,45.76,1,Customer,>250,Energy and Natural Resources
C,9978982,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9979009,1,419.49,1,Customer,>250,Energy and Natural Resources
C,9979017,1,62.28,1,Customer,>250,Energy and Natural Resources
B,9979092,1,419.49,1,Customer,>250,Financial Services
C,9979482,1,45.76,1,Customer,<50,Service Industries
C,9978083,1,419.49,1,Prospective Customer,250>x>50,Consumer Industries
C,9978125,1,574.8,1,Prospective Customer,250>x>50,Consumer Industries
C,9978728,1,59.02,1,Prospective Customer,250>x>50,Service Industries
C,9978775,1,38.62,1,Customer,250>x>50,Service Industries
C,9979414,1,679.58,1,Customer,<50,Discrete Industries
C,9978027,1,800.0,1,Customer,250>x>50,Consumer Industries
B,9978405,1,419.49,1,Customer,250>x>50,Service Industries
B,9978655,1,419.49,1,Consultant,250>x>50,Service Industries
C,9978874,1,419.49,1,Prospective Customer,>250,Energy and Natural Resources
C,9979035,1,145.03,1,Prospective Customer,>250,Financial Services
C,9979159,1,286.79,1,Consultant,>250,Financial Services
C,9979339,1,365.16,1,Consultant,<50,Discrete Industries
